date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:28:00	1514/1514	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:27:59%20GMT	https://static.wixstatic.com/media/c837a6_ea5eeb99f72d42b0a22f459e01bfd33c~mv2.jpg/v1/fill/w_123,h_107,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_ea5eeb99f72d42b0a22f459e01bfd33c~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_ea5eeb99f72d42b0a22f459e01bfd33c_mv2.jpg/v1/fill/w_123,h_107,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_ea5eeb99f72d42b0a22f459e01bfd33c_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana)
21:28:01	1812/1812	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:00%20GMT	https://static.wixstatic.com/media/84770f_3cc097e7503b4ed498e350c6618ef956~mv2.jpg/v1/fill/w_123,h_87,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_3cc097e7503b4ed498e350c6618ef956~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/84770f_3cc097e7503b4ed498e350c6618ef956_mv2.jpg/v1/fill/w_123,h_87,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_3cc097e7503b4ed498e350c6618ef956_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana)
21:28:01	1505/1505	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:00%20GMT	https://static.wixstatic.com/media/84770f_abca8ce0bac24971a57d1f9d40b8238b~mv2.jpg/v1/fill/w_123,h_87,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_abca8ce0bac24971a57d1f9d40b8238b~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/84770f_abca8ce0bac24971a57d1f9d40b8238b_mv2.jpg/v1/fill/w_123,h_87,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_abca8ce0bac24971a57d1f9d40b8238b_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana)
21:28:01	1557/1557	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:01%20GMT	https://static.wixstatic.com/media/c837a6_305ff8a7722a479ab58f1d4f2729586e~mv2.jpg/v1/fill/w_123,h_87,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_305ff8a7722a479ab58f1d4f2729586e~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_305ff8a7722a479ab58f1d4f2729586e_mv2.jpg/v1/fill/w_123,h_87,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_305ff8a7722a479ab58f1d4f2729586e_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana)
21:28:02	3894/3894	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:01%20GMT	https://static.wixstatic.com/media/c837a6_870aaf57c1d9484a9a6ee57f2465df75~mv2.jpg/v1/fill/w_147,h_87,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_870aaf57c1d9484a9a6ee57f2465df75~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_870aaf57c1d9484a9a6ee57f2465df75_mv2.jpg/v1/fill/w_147,h_87,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_870aaf57c1d9484a9a6ee57f2465df75_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana)
21:28:02	2045/2045	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:02%20GMT	https://static.wixstatic.com/media/c837a6_3a4f054db4424af1b034f96ddd7b691a~mv2.jpg/v1/fill/w_123,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_3a4f054db4424af1b034f96ddd7b691a~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_3a4f054db4424af1b034f96ddd7b691a_mv2.jpg/v1/fill/w_123,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_3a4f054db4424af1b034f96ddd7b691a_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana)
21:28:03	8567/8567	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2013:28:02%20GMT	https://static.wixstatic.com/media/c837a6_a8508672733a4bb7ba100662952d4f6f~mv2.png/v1/fill/w_139,h_140,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/General_Transport.png	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_a8508672733a4bb7ba100662952d4f6f_mv2.png/v1/fill/w_139,h_140,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/General_Transport.png	(from https://laurasmartyes.wixsite.com/nana)
21:28:03	8670/8670	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2013:28:02%20GMT	https://static.wixstatic.com/media/c837a6_24669e1d20cd4f079fd2ea5e253c99b8~mv2.png/v1/fill/w_88,h_62,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/IDI_Software.png	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_24669e1d20cd4f079fd2ea5e253c99b8_mv2.png/v1/fill/w_88,h_62,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/IDI_Software.png	(from https://laurasmartyes.wixsite.com/nana)
21:28:04	10047/10047	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2013:28:03%20GMT	https://static.wixstatic.com/media/c837a6_db1c6e9c1b95497f81465ccd218fa048~mv2.png/v1/fill/w_88,h_79,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Imogen_Cars.png	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_db1c6e9c1b95497f81465ccd218fa048_mv2.png/v1/fill/w_88,h_79,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Imogen_Cars.png	(from https://laurasmartyes.wixsite.com/nana)
21:28:04	11873/11873	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2013:28:04%20GMT	https://static.wixstatic.com/media/c837a6_81bc98e386764170adbb3e97cc7e1655~mv2.png/v1/fill/w_128,h_64,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Tri-Nex%20.png	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_81bc98e386764170adbb3e97cc7e1655_mv2.png/v1/fill/w_128,h_64,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Tri-Nex%20.png	(from https://laurasmartyes.wixsite.com/nana)
21:28:06	362129/362129	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2013:28:04%20GMT	https://laurasmartyes.wixsite.com/nana/electrical-engineer	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/nana/electrical-engineer.html	(from https://laurasmartyes.wixsite.com/nana)
21:28:06	65254/65254	---M-Z	200	added ('OK')	application/javascript	etag:%225b6773578af8dd5591339930c2b29024%22	https://browser.sentry-cdn.com/6.18.2/bundle.min.js	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/browser.sentry-cdn.com/6.18.2/bundle.min.js	(from https://laurasmartyes.wixsite.com/nana)
21:28:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Sep%202023%2013:28:06%20GMT	https://laurasmartyes.wixsite.com/sitemap.xml	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/sitemap.15.delayed	(from https://laurasmartyes.wixsite.com/nana)
21:28:08	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Sep%202023%2013:28:07%20GMT	https://laurasmartyes.wixsite.com/feed.xml	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/feed.16.delayed	(from https://laurasmartyes.wixsite.com/nana)
21:28:08	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Sep%202023%2013:28:07%20GMT	https://laurasmartyes.wixsite.com/${n.uri}	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/${n.17.delayed	(from https://laurasmartyes.wixsite.com/nana)
21:28:09	100361/100361	---M-Z	200	added ('OK')	application/javascript	etag:W/%22b62dbf74048d2cc499a2ceac435c45c6%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.308d3009.bundle.min.js	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.308d3009.bundle.min.js	(from https://laurasmartyes.wixsite.com/nana)
21:28:09	157040/157040	---M-Z	200	added ('OK')	application/javascript	etag:W/%2258579b017c50457543783745df316493%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.9bf53485.bundle.min.js	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.parastorage.com/services/wix-thunderbolt/dist/main.9bf53485.bundle.min.js	(from https://laurasmartyes.wixsite.com/nana)
21:28:10	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://laurasmartyes.wixsite.com/nana)
21:28:10	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://laurasmartyes.wixsite.com/nana)
21:28:11	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://laurasmartyes.wixsite.com/nana)
21:28:11	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Sep%202023%2013:28:11%20GMT	https://laurasmartyes.wixsite.com/decodeURIComponent(e	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/decodeURIComponent(e.1d.delayed	(from https://laurasmartyes.wixsite.com/nana)
21:28:12	7897/7897	---M-Z	200	added ('OK')	application/javascript	etag:W/%2282ef8cd522818464cafdf4bf58ab1ffa%22	https://static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	(from https://laurasmartyes.wixsite.com/nana)
21:28:13	27728/27728	---M-Z	200	added ('OK')	application/javascript	etag:W/%229562c76ed2a51f076cdd128b590e7b83%22	https://static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	(from https://laurasmartyes.wixsite.com/nana)
21:28:13	1488/1488	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:12%20GMT	https://static.wixstatic.com/media/84770f_7d06620bdcd24de29f5d55fef94e1aab~mv2.jpg/v1/fill/w_147,h_81,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_7d06620bdcd24de29f5d55fef94e1aab~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/84770f_7d06620bdcd24de29f5d55fef94e1aab_mv2.jpg/v1/fill/w_147,h_81,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_7d06620bdcd24de29f5d55fef94e1aab_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana/technology)
21:28:14	2112/2112	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:13%20GMT	https://static.wixstatic.com/media/84770f_b25d65793a3844d693462c8c8bdcdda3~mv2.jpg/v1/fill/w_123,h_107,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_b25d65793a3844d693462c8c8bdcdda3~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/84770f_b25d65793a3844d693462c8c8bdcdda3_mv2.jpg/v1/fill/w_123,h_107,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_b25d65793a3844d693462c8c8bdcdda3_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana/technology)
21:28:14	2044/2044	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:13%20GMT	https://static.wixstatic.com/media/84770f_3776ae9c0c64453597798fcd81529730~mv2.jpg/v1/fill/w_123,h_107,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_3776ae9c0c64453597798fcd81529730~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/84770f_3776ae9c0c64453597798fcd81529730_mv2.jpg/v1/fill/w_123,h_107,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_3776ae9c0c64453597798fcd81529730_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana/technology)
21:28:15	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Sep%202023%2013:28:14%20GMT	https://laurasmartyes.wixsite.com/nana/robots.txt	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/nana/robots.23.delayed	(from https://laurasmartyes.wixsite.com/nana/technology)
21:28:15	258/258	---M--	200	added ('OK')	text/xml	date:Sun,%2017%20Sep%202023%2013:28:15%20GMT	https://laurasmartyes.wixsite.com/nana/sitemap.xml	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/nana/sitemap.xml	(from https://laurasmartyes.wixsite.com/nana/technology)
21:28:16	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Sep%202023%2013:28:15%20GMT	https://laurasmartyes.wixsite.com/nana/feed.xml	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/nana/feed.25.delayed	(from https://laurasmartyes.wixsite.com/nana/technology)
21:28:17	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Sep%202023%2013:28:16%20GMT	https://laurasmartyes.wixsite.com/nana/${n.uri}	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/nana/${n.26.delayed	(from https://laurasmartyes.wixsite.com/nana/technology)
21:28:17	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2017%20Sep%202023%2013:28:17%20GMT	https://laurasmartyes.wixsite.com/nana/decodeURIComponent(e	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/nana/decodeURIComponent(e.27.delayed	(from https://laurasmartyes.wixsite.com/nana/technology)
21:28:18	71563/71563	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:17%20GMT	https://static.wixstatic.com/media/c837a6_6805a01e59934a1584ecebb1a8ecd14c~mv2.jpg/v1/crop/x_3725,y_1163,w_2973,h_4576/fill/w_400,h_616,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/GettyImages-932691626.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_6805a01e59934a1584ecebb1a8ecd14c_mv2.jpg/v1/crop/x_3725,y_1163,w_2973,h_4576/fill/w_400,h_616,al_c,q_80,usm_0.66_1.00_0.01,enc_auto/GettyImages-932691626.jpg	(from https://laurasmartyes.wixsite.com/nana/about)
21:28:19	3859/3859	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:18%20GMT	https://static.wixstatic.com/media/c837a6_900813c9ecd54a3faa0d4a1c47e73406~mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_900813c9ecd54a3faa0d4a1c47e73406~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_900813c9ecd54a3faa0d4a1c47e73406_mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_900813c9ecd54a3faa0d4a1c47e73406_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana/about)
21:28:19	10915/10915	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2013:28:19%20GMT	https://static.wixstatic.com/media/c837a6_892d96f924374608aa5b536d2e4baf71~mv2.png/v1/fill/w_136,h_48,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/RCR-01.png	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_892d96f924374608aa5b536d2e4baf71_mv2.png/v1/fill/w_136,h_48,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/RCR-01.png	(from https://laurasmartyes.wixsite.com/nana/about)
21:28:20	7267/7267	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2013:28:19%20GMT	https://static.wixstatic.com/media/c837a6_41a30437c5b946cc9c4d48fe300106ed~mv2.png/v1/fill/w_132,h_28,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/TB_Review-01.png	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_41a30437c5b946cc9c4d48fe300106ed_mv2.png/v1/fill/w_132,h_28,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/TB_Review-01.png	(from https://laurasmartyes.wixsite.com/nana/about)
21:28:20	5914/5914	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2013:28:20%20GMT	https://static.wixstatic.com/media/c837a6_7a9b64de0c2d440da160ec83fd4312ad~mv2.png/v1/fill/w_136,h_18,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Finance-01.png	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_7a9b64de0c2d440da160ec83fd4312ad_mv2.png/v1/fill/w_136,h_18,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Finance-01.png	(from https://laurasmartyes.wixsite.com/nana/about)
21:28:21	10166/10166	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2013:28:20%20GMT	https://static.wixstatic.com/media/c837a6_9fe36d379ad5420fb2f7663fe6a1ff26~mv2.png/v1/fill/w_135,h_33,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Palo_Alto_Tribunal-01.png	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_9fe36d379ad5420fb2f7663fe6a1ff26_mv2.png/v1/fill/w_135,h_33,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/Palo_Alto_Tribunal-01.png	(from https://laurasmartyes.wixsite.com/nana/about)
21:28:21	15769/15769	---M--	200	added ('OK')	image/png	date:Sun,%2017%20Sep%202023%2013:28:20%20GMT	https://static.wixstatic.com/media/c837a6_8842b707371246bf96beebdc0faa4ccb~mv2.png/v1/fill/w_136,h_95,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/London_post-01.png	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_8842b707371246bf96beebdc0faa4ccb_mv2.png/v1/fill/w_136,h_95,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/London_post-01.png	(from https://laurasmartyes.wixsite.com/nana/about)
21:28:22	1828/1828	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:21%20GMT	https://static.wixstatic.com/media/84770f_b277d32c4552480eb4068ee023b6402d~mv2.jpg/v1/fill/w_123,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_b277d32c4552480eb4068ee023b6402d~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/84770f_b277d32c4552480eb4068ee023b6402d_mv2.jpg/v1/fill/w_123,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/84770f_b277d32c4552480eb4068ee023b6402d_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana/careers)
21:28:22	2289/2289	---M--	200	added ('OK')	image/jpeg	date:Sun,%2017%20Sep%202023%2013:28:22%20GMT	https://static.wixstatic.com/media/c837a6_dd610e0724af42ebbc47147f9fbbedf1~mv2.jpg/v1/fill/w_123,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_dd610e0724af42ebbc47147f9fbbedf1~mv2.jpg	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/static.wixstatic.com/media/c837a6_dd610e0724af42ebbc47147f9fbbedf1_mv2.jpg/v1/fill/w_123,h_97,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/c837a6_dd610e0724af42ebbc47147f9fbbedf1_mv2.jpg	(from https://laurasmartyes.wixsite.com/nana/careers)
21:28:24	361686/361686	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2013:28:22%20GMT	https://laurasmartyes.wixsite.com/nana/data-scientist	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/nana/data-scientist.html	(from https://laurasmartyes.wixsite.com/nana/careers)
21:28:25	362033/362033	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2013:28:23%20GMT	https://laurasmartyes.wixsite.com/nana/artificial-intelligence-researcher	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/nana/artificial-intelligence-researcher.html	(from https://laurasmartyes.wixsite.com/nana/careers)
21:28:25	362172/362172	---MCZ	200	added ('OK')	text/html	date:Sun,%2017%20Sep%202023%2013:28:24%20GMT	https://laurasmartyes.wixsite.com/nana/deep-learning-engineer	C:/My%20Web%20Sites/nyoba%20ngetes%20lala/laurasmartyes.wixsite.com/nana/deep-learning-engineer.html	(from https://laurasmartyes.wixsite.com/nana/careers)
